file_name,hypothesis,rule
JoF_2000_2021_full_text\371.txt,"Hypothesis 5: Borrowers who pay a lower AISU and a higher AISD are less likely to draw down their credit line. Empirical evidence: Panel A of Table VII provides average usage ratios in the first three years after loan aggregation by AISU‐to‐AISD ratio quintiles and rating status (IG, non‐IG, unrated). Consistent",3
JoF_2000_2021_full_text\371.txt,Hypothesis 6: Borrowers who pay a utilization fee are less likely to draw on their line of credit. Empirical evidence: Panel B of Table VII provides univariate tests for this hypothesis. Column 4 provides the fraction of loan contracts that contain a utilization fee. While only 6% of all loans in the lowest AISU,3
JoF_2000_2021_full_text\371.txt,"Hypothesis 3 for a discussion). 16 For profitability, we observe a slightly U‐shaped pattern, with borrowers with a large decline (5th quintile) and a large increase in profitability (1st quintile) having higher usage rates than borrowers with a medium change in profitability. However, the difference between mea",3
JoF_2000_2021_full_text\38.txt,"We hypothesize that within each district, the largest institutions receive more supervisory attention, ceteris paribus, than institutions that are not among the largest.",2
JoF_2000_2021_full_text\383.txt,"we hypothesize that, if the average price paid by a Schedule 13D filer is above , then the filer is likely to use market orders.In the Internet Appendix, we provide evidence to support the validity of our proxy for the usage of market orders.",2
JoF_2000_2021_full_text\385.txt,"we hypothesize that management companies are more likely to allocate IPOs to their in‐house funds than to the comanaged outsourced funds. Focusing on the sample of mixed management companies, we regress IPO allocations on the outsourcing dummy and a set of control variables as defined above.",2
JoF_2000_2021_full_text\386.txt,"We hypothesize that, for banks that are more likely to engage in value‐destroying regulatory arbitrage through cross‐border acquisitions (the race‐to‐the‐bottom view), we should observe an adverse market reaction to cross‐border acquisitions from good to weak countries, all else being equal.",2
JoF_2000_2021_full_text\388.txt,"We hypothesize that gap filling is likely to be a more important determinant of very long‐term corporate borrowing (20 years or more) than shorter‐term borrowing, for at least two reasons.",2
JoF_2000_2021_full_text\392.txt,we first hypothesize that the financial knowledge of corporate decision makers in charge of making capital budgeting decisions has improved over time.,2
JoF_2000_2021_full_text\397.txt,"we hypothesize that there is a greater opportunity for a lender to discover private information about a borrower when credit rating agencies have not already revealed such information, which generates a surplus to a lender‐borrower match and hence a greater scope for anchoring.",2
JoF_2000_2021_full_text\399.txt,"we hypothesize that new management might be interested in a “fresh start,” revamping the accounting, marking‐to‐market, auditing, and compliance practices of their newly acquired funds, thus resulting in a sequence of revisions to past returns.",2
JoF_2000_2021_full_text\399.txt,"we hypothesize that new management might potentially be interested in a “fresh start,” revamping the accounting, marking‐to‐market, auditing, and compliance practices of their newly acquired funds. The second characteristic we include is a dummy that takes the value of one if a fund has a high‐water‐mark provision.",2
JoF_2000_2021_full_text\401.txt,we can reject the hypothesis that dividends follow a random walk at the 10% significance level for the four‐ to six‐year horizon.,5
JoF_2000_2021_full_text\407.txt," Figure 1 illustrates that, for our TSX experiment, changes in the total fee are monotonically related to changes in the taker fee, because both these fees increased to a greater extent for lower priced securities.B. Do Changes in Posted Quotes Neutralize Maker‐Taker Fees?According to Prediction 1, holding the total fee constant, the bid‐ask spread adjustment offsets the change in maker‐taker fees. To test this hypothesis",6
JoF_2000_2021_full_text\421.txt,We hypothesize that when firms move to their current area the correlation between their own investment and the investment of the same area–different industry and same area–same industry portfolios will increase. Columns (8) and (9) of Table VII report results for investment regressions including these interactions.,2
JoF_2000_2021_full_text\424.txt,We hypothesize that their index is positively associated with θ. We discuss other measures of liquidity in Section VI.. We also include the growth of U.S. GDP per capita (GDP Growth).,2
JoF_2000_2021_full_text\424.txt,We hypothesize that higher specificity causes a steeper fire sale discount of the block.,2
JoF_2000_2021_full_text\424.txt,"we reject the hypothesis that all of the model's parameters are zero (p‐value of 0.00). Furthermore, with 95% confidence, we cannot reject the joint hypotheses that the model is correctly specified and the moment conditions overidentify the model's parameters.",5
JoF_2000_2021_full_text\427.txt,"we examine the hypothesis that information asymmetries decrease during crises, as investors focus on easily available public information, which may in turn increase correlations.",5
